index,image_path,image_index,speed
8312,../Mini Project/data/clean_data/train_imgs/8312.jpg,8312,24.911504
8313,../Mini Project/data/clean_data/train_imgs/8313.jpg,8313,24.88484
15742,../Mini Project/data/clean_data/train_imgs/15742.jpg,15742,1.459803
15743,../Mini Project/data/clean_data/train_imgs/15743.jpg,15743,1.436224
7612,../Mini Project/data/clean_data/train_imgs/7612.jpg,7612,24.695389
7613,../Mini Project/data/clean_data/train_imgs/7613.jpg,7613,24.684034
18648,../Mini Project/data/clean_data/train_imgs/18648.jpg,18648,0.0
18649,../Mini Project/data/clean_data/train_imgs/18649.jpg,18649,0.0
18279,../Mini Project/data/clean_data/train_imgs/18279.jpg,18279,11.273829
18280,../Mini Project/data/clean_data/train_imgs/18280.jpg,18280,11.413164
2162,../Mini Project/data/clean_data/train_imgs/2162.jpg,2162,23.504227
2163,../Mini Project/data/clean_data/train_imgs/2163.jpg,2163,23.500191
18136,../Mini Project/data/clean_data/train_imgs/18136.jpg,18136,2.154672
18137,../Mini Project/data/clean_data/train_imgs/18137.jpg,18137,2.150677
12129,../Mini Project/data/clean_data/train_imgs/12129.jpg,12129,9.987775
12130,../Mini Project/data/clean_data/train_imgs/12130.jpg,12130,9.890378
6575,../Mini Project/data/clean_data/train_imgs/6575.jpg,6575,16.540916
6576,../Mini Project/data/clean_data/train_imgs/6576.jpg,6576,16.589254999999998
14740,../Mini Project/data/clean_data/train_imgs/14740.jpg,14740,2.360194
14741,../Mini Project/data/clean_data/train_imgs/14741.jpg,14741,2.52585
19194,../Mini Project/data/clean_data/train_imgs/19194.jpg,19194,9.587094
19195,../Mini Project/data/clean_data/train_imgs/19195.jpg,19195,9.540955
7697,../Mini Project/data/clean_data/train_imgs/7697.jpg,7697,24.075006
7698,../Mini Project/data/clean_data/train_imgs/7698.jpg,7698,24.1175
2413,../Mini Project/data/clean_data/train_imgs/2413.jpg,2413,24.221824
2414,../Mini Project/data/clean_data/train_imgs/2414.jpg,2414,24.209616
4623,../Mini Project/data/clean_data/train_imgs/4623.jpg,4623,21.451674
4624,../Mini Project/data/clean_data/train_imgs/4624.jpg,4624,21.465327
4243,../Mini Project/data/clean_data/train_imgs/4243.jpg,4243,22.077151
4244,../Mini Project/data/clean_data/train_imgs/4244.jpg,4244,22.084327
10184,../Mini Project/data/clean_data/train_imgs/10184.jpg,10184,4.411218
10185,../Mini Project/data/clean_data/train_imgs/10185.jpg,10185,4.356284
10508,../Mini Project/data/clean_data/train_imgs/10508.jpg,10508,7.728001
10509,../Mini Project/data/clean_data/train_imgs/10509.jpg,10509,7.539495
14188,../Mini Project/data/clean_data/train_imgs/14188.jpg,14188,4.481399
14189,../Mini Project/data/clean_data/train_imgs/14189.jpg,14189,4.468532
10854,../Mini Project/data/clean_data/train_imgs/10854.jpg,10854,4.699895
10855,../Mini Project/data/clean_data/train_imgs/10855.jpg,10855,4.626112
16533,../Mini Project/data/clean_data/train_imgs/16533.jpg,16533,3.5221339999999994
16534,../Mini Project/data/clean_data/train_imgs/16534.jpg,16534,3.667326
15359,../Mini Project/data/clean_data/train_imgs/15359.jpg,15359,9.932726
15360,../Mini Project/data/clean_data/train_imgs/15360.jpg,15360,9.789473
13526,../Mini Project/data/clean_data/train_imgs/13526.jpg,13526,0.0
13527,../Mini Project/data/clean_data/train_imgs/13527.jpg,13527,0.0
11868,../Mini Project/data/clean_data/train_imgs/11868.jpg,11868,7.3578839999999985
11869,../Mini Project/data/clean_data/train_imgs/11869.jpg,11869,7.3552399999999984
16770,../Mini Project/data/clean_data/train_imgs/16770.jpg,16770,1.651245
16771,../Mini Project/data/clean_data/train_imgs/16771.jpg,16771,1.647948
14420,../Mini Project/data/clean_data/train_imgs/14420.jpg,14420,3.476486
14421,../Mini Project/data/clean_data/train_imgs/14421.jpg,14421,3.513811
2892,../Mini Project/data/clean_data/train_imgs/2892.jpg,2892,24.951868
2893,../Mini Project/data/clean_data/train_imgs/2893.jpg,2893,24.86662
1323,../Mini Project/data/clean_data/train_imgs/1323.jpg,1323,13.628586
1324,../Mini Project/data/clean_data/train_imgs/1324.jpg,1324,13.583768
2166,../Mini Project/data/clean_data/train_imgs/2166.jpg,2166,23.528544
2167,../Mini Project/data/clean_data/train_imgs/2167.jpg,2167,23.577988
3749,../Mini Project/data/clean_data/train_imgs/3749.jpg,3749,21.576755
3750,../Mini Project/data/clean_data/train_imgs/3750.jpg,3750,21.550521
2331,../Mini Project/data/clean_data/train_imgs/2331.jpg,2331,24.44237
2332,../Mini Project/data/clean_data/train_imgs/2332.jpg,2332,24.429367000000006
14464,../Mini Project/data/clean_data/train_imgs/14464.jpg,14464,1.22668
14465,../Mini Project/data/clean_data/train_imgs/14465.jpg,14465,1.184325
12907,../Mini Project/data/clean_data/train_imgs/12907.jpg,12907,3.119252
12908,../Mini Project/data/clean_data/train_imgs/12908.jpg,12908,3.0591150000000003
6097,../Mini Project/data/clean_data/train_imgs/6097.jpg,6097,11.615039
6098,../Mini Project/data/clean_data/train_imgs/6098.jpg,6098,11.615986
15128,../Mini Project/data/clean_data/train_imgs/15128.jpg,15128,12.009572
15129,../Mini Project/data/clean_data/train_imgs/15129.jpg,15129,12.01898
17196,../Mini Project/data/clean_data/train_imgs/17196.jpg,17196,2.349182
17197,../Mini Project/data/clean_data/train_imgs/17197.jpg,17197,2.619591
4148,../Mini Project/data/clean_data/train_imgs/4148.jpg,4148,21.451052
4149,../Mini Project/data/clean_data/train_imgs/4149.jpg,4149,21.461999
7871,../Mini Project/data/clean_data/train_imgs/7871.jpg,7871,24.050969
7872,../Mini Project/data/clean_data/train_imgs/7872.jpg,7872,24.046744
8906,../Mini Project/data/clean_data/train_imgs/8906.jpg,8906,10.152286
8907,../Mini Project/data/clean_data/train_imgs/8907.jpg,8907,10.162687
5979,../Mini Project/data/clean_data/train_imgs/5979.jpg,5979,13.387088
5980,../Mini Project/data/clean_data/train_imgs/5980.jpg,5980,13.3814
11767,../Mini Project/data/clean_data/train_imgs/11767.jpg,11767,7.000869000000002
11768,../Mini Project/data/clean_data/train_imgs/11768.jpg,11768,7.069756
12468,../Mini Project/data/clean_data/train_imgs/12468.jpg,12468,8.77614
12469,../Mini Project/data/clean_data/train_imgs/12469.jpg,12469,8.712062
15123,../Mini Project/data/clean_data/train_imgs/15123.jpg,15123,12.15195
15124,../Mini Project/data/clean_data/train_imgs/15124.jpg,15124,12.123353
12319,../Mini Project/data/clean_data/train_imgs/12319.jpg,12319,7.129401
12320,../Mini Project/data/clean_data/train_imgs/12320.jpg,12320,7.1912020000000005
14667,../Mini Project/data/clean_data/train_imgs/14667.jpg,14667,0.0
14668,../Mini Project/data/clean_data/train_imgs/14668.jpg,14668,0.0
2240,../Mini Project/data/clean_data/train_imgs/2240.jpg,2240,24.469752
2241,../Mini Project/data/clean_data/train_imgs/2241.jpg,2241,24.463384
8823,../Mini Project/data/clean_data/train_imgs/8823.jpg,8823,10.446763
8824,../Mini Project/data/clean_data/train_imgs/8824.jpg,8824,10.454034
5075,../Mini Project/data/clean_data/train_imgs/5075.jpg,5075,22.25783
5076,../Mini Project/data/clean_data/train_imgs/5076.jpg,5076,22.230064
12537,../Mini Project/data/clean_data/train_imgs/12537.jpg,12537,10.452773
12538,../Mini Project/data/clean_data/train_imgs/12538.jpg,12538,10.526013
4185,../Mini Project/data/clean_data/train_imgs/4185.jpg,4185,21.855692
4186,../Mini Project/data/clean_data/train_imgs/4186.jpg,4186,21.850179
305,../Mini Project/data/clean_data/train_imgs/305.jpg,305,19.19085
306,../Mini Project/data/clean_data/train_imgs/306.jpg,306,19.113866
14270,../Mini Project/data/clean_data/train_imgs/14270.jpg,14270,3.960107
14271,../Mini Project/data/clean_data/train_imgs/14271.jpg,14271,4.173582
7403,../Mini Project/data/clean_data/train_imgs/7403.jpg,7403,18.080283
7404,../Mini Project/data/clean_data/train_imgs/7404.jpg,7404,18.096120000000006
15338,../Mini Project/data/clean_data/train_imgs/15338.jpg,15338,10.75427
15339,../Mini Project/data/clean_data/train_imgs/15339.jpg,15339,10.677556
18512,../Mini Project/data/clean_data/train_imgs/18512.jpg,18512,4.168012
18513,../Mini Project/data/clean_data/train_imgs/18513.jpg,18513,4.051037
9247,../Mini Project/data/clean_data/train_imgs/9247.jpg,9247,9.745254
9248,../Mini Project/data/clean_data/train_imgs/9248.jpg,9248,9.570828
16658,../Mini Project/data/clean_data/train_imgs/16658.jpg,16658,1.059134
16659,../Mini Project/data/clean_data/train_imgs/16659.jpg,16659,1.087633
18383,../Mini Project/data/clean_data/train_imgs/18383.jpg,18383,11.716897
18384,../Mini Project/data/clean_data/train_imgs/18384.jpg,18384,11.715811
15038,../Mini Project/data/clean_data/train_imgs/15038.jpg,15038,14.038264000000002
15039,../Mini Project/data/clean_data/train_imgs/15039.jpg,15039,14.08096
2018,../Mini Project/data/clean_data/train_imgs/2018.jpg,2018,23.253324
2019,../Mini Project/data/clean_data/train_imgs/2019.jpg,2019,23.205674
9189,../Mini Project/data/clean_data/train_imgs/9189.jpg,9189,11.454421
9190,../Mini Project/data/clean_data/train_imgs/9190.jpg,9190,11.416888
17116,../Mini Project/data/clean_data/train_imgs/17116.jpg,17116,1.894764
17117,../Mini Project/data/clean_data/train_imgs/17117.jpg,17117,1.88804
14687,../Mini Project/data/clean_data/train_imgs/14687.jpg,14687,0.5715359999999999
14688,../Mini Project/data/clean_data/train_imgs/14688.jpg,14688,0.596668
273,../Mini Project/data/clean_data/train_imgs/273.jpg,273,20.820238
274,../Mini Project/data/clean_data/train_imgs/274.jpg,274,20.823964
7315,../Mini Project/data/clean_data/train_imgs/7315.jpg,7315,19.298328
7316,../Mini Project/data/clean_data/train_imgs/7316.jpg,7316,19.280108
2145,../Mini Project/data/clean_data/train_imgs/2145.jpg,2145,23.212964000000003
2146,../Mini Project/data/clean_data/train_imgs/2146.jpg,2146,23.219308
16598,../Mini Project/data/clean_data/train_imgs/16598.jpg,16598,2.356555
16599,../Mini Project/data/clean_data/train_imgs/16599.jpg,16599,2.258273
8132,../Mini Project/data/clean_data/train_imgs/8132.jpg,8132,25.539225
8133,../Mini Project/data/clean_data/train_imgs/8133.jpg,8133,25.553541
5158,../Mini Project/data/clean_data/train_imgs/5158.jpg,5158,22.716067
5159,../Mini Project/data/clean_data/train_imgs/5159.jpg,5159,22.71513
7031,../Mini Project/data/clean_data/train_imgs/7031.jpg,7031,17.332333
7032,../Mini Project/data/clean_data/train_imgs/7032.jpg,7032,17.348759
19430,../Mini Project/data/clean_data/train_imgs/19430.jpg,19430,2.031068
19431,../Mini Project/data/clean_data/train_imgs/19431.jpg,19431,1.998709
18213,../Mini Project/data/clean_data/train_imgs/18213.jpg,18213,3.888388
18214,../Mini Project/data/clean_data/train_imgs/18214.jpg,18214,3.896595
18374,../Mini Project/data/clean_data/train_imgs/18374.jpg,18374,11.749737
18375,../Mini Project/data/clean_data/train_imgs/18375.jpg,18375,11.786292
14549,../Mini Project/data/clean_data/train_imgs/14549.jpg,14549,0.0
14550,../Mini Project/data/clean_data/train_imgs/14550.jpg,14550,0.0
15101,../Mini Project/data/clean_data/train_imgs/15101.jpg,15101,12.928937
15102,../Mini Project/data/clean_data/train_imgs/15102.jpg,15102,12.903404
1543,../Mini Project/data/clean_data/train_imgs/1543.jpg,1543,16.674489
1544,../Mini Project/data/clean_data/train_imgs/1544.jpg,1544,16.702585
18484,../Mini Project/data/clean_data/train_imgs/18484.jpg,18484,7.236928999999999
18485,../Mini Project/data/clean_data/train_imgs/18485.jpg,18485,7.0656940000000015
9424,../Mini Project/data/clean_data/train_imgs/9424.jpg,9424,2.623253
9425,../Mini Project/data/clean_data/train_imgs/9425.jpg,9425,2.7143900000000003
17428,../Mini Project/data/clean_data/train_imgs/17428.jpg,17428,14.119232
17429,../Mini Project/data/clean_data/train_imgs/17429.jpg,17429,14.138861
3870,../Mini Project/data/clean_data/train_imgs/3870.jpg,3870,21.403168
3871,../Mini Project/data/clean_data/train_imgs/3871.jpg,3871,21.408248
6854,../Mini Project/data/clean_data/train_imgs/6854.jpg,6854,11.733823
6855,../Mini Project/data/clean_data/train_imgs/6855.jpg,6855,11.741465
11796,../Mini Project/data/clean_data/train_imgs/11796.jpg,11796,7.762962
11797,../Mini Project/data/clean_data/train_imgs/11797.jpg,11797,7.791366
11060,../Mini Project/data/clean_data/train_imgs/11060.jpg,11060,4.597878
11061,../Mini Project/data/clean_data/train_imgs/11061.jpg,11061,4.558305000000002
17415,../Mini Project/data/clean_data/train_imgs/17415.jpg,17415,14.344315
17416,../Mini Project/data/clean_data/train_imgs/17416.jpg,17416,14.395404
6284,../Mini Project/data/clean_data/train_imgs/6284.jpg,6284,12.522638
6285,../Mini Project/data/clean_data/train_imgs/6285.jpg,6285,12.523239
919,../Mini Project/data/clean_data/train_imgs/919.jpg,919,19.508223
920,../Mini Project/data/clean_data/train_imgs/920.jpg,920,19.460758
5664,../Mini Project/data/clean_data/train_imgs/5664.jpg,5664,23.945837
5665,../Mini Project/data/clean_data/train_imgs/5665.jpg,5665,23.984191
16446,../Mini Project/data/clean_data/train_imgs/16446.jpg,16446,2.864229
16447,../Mini Project/data/clean_data/train_imgs/16447.jpg,16447,2.661321
2210,../Mini Project/data/clean_data/train_imgs/2210.jpg,2210,24.184491
2211,../Mini Project/data/clean_data/train_imgs/2211.jpg,2211,24.190231
17426,../Mini Project/data/clean_data/train_imgs/17426.jpg,17426,14.164087
17427,../Mini Project/data/clean_data/train_imgs/17427.jpg,17427,14.096727
8270,../Mini Project/data/clean_data/train_imgs/8270.jpg,8270,25.459672
8271,../Mini Project/data/clean_data/train_imgs/8271.jpg,8271,25.451099
13433,../Mini Project/data/clean_data/train_imgs/13433.jpg,13433,0.505786
13434,../Mini Project/data/clean_data/train_imgs/13434.jpg,13434,0.5146350000000001
605,../Mini Project/data/clean_data/train_imgs/605.jpg,605,17.387647
606,../Mini Project/data/clean_data/train_imgs/606.jpg,606,17.385992
937,../Mini Project/data/clean_data/train_imgs/937.jpg,937,19.637131
938,../Mini Project/data/clean_data/train_imgs/938.jpg,938,19.718231
2601,../Mini Project/data/clean_data/train_imgs/2601.jpg,2601,25.172273
2602,../Mini Project/data/clean_data/train_imgs/2602.jpg,2602,25.173774
11292,../Mini Project/data/clean_data/train_imgs/11292.jpg,11292,4.313583
11293,../Mini Project/data/clean_data/train_imgs/11293.jpg,11293,4.3509699999999984
19563,../Mini Project/data/clean_data/train_imgs/19563.jpg,19563,1.802991
19564,../Mini Project/data/clean_data/train_imgs/19564.jpg,19564,1.780663
7075,../Mini Project/data/clean_data/train_imgs/7075.jpg,7075,18.319982
7076,../Mini Project/data/clean_data/train_imgs/7076.jpg,7076,18.315015
17206,../Mini Project/data/clean_data/train_imgs/17206.jpg,17206,3.60142
17207,../Mini Project/data/clean_data/train_imgs/17207.jpg,17207,3.5401260000000003
3900,../Mini Project/data/clean_data/train_imgs/3900.jpg,3900,21.31704
3901,../Mini Project/data/clean_data/train_imgs/3901.jpg,3901,21.298655
1261,../Mini Project/data/clean_data/train_imgs/1261.jpg,1261,15.309219
1262,../Mini Project/data/clean_data/train_imgs/1262.jpg,1262,15.290285
678,../Mini Project/data/clean_data/train_imgs/678.jpg,678,18.802266
679,../Mini Project/data/clean_data/train_imgs/679.jpg,679,18.887023000000006
19337,../Mini Project/data/clean_data/train_imgs/19337.jpg,19337,3.737335
19338,../Mini Project/data/clean_data/train_imgs/19338.jpg,19338,3.754292
3817,../Mini Project/data/clean_data/train_imgs/3817.jpg,3817,21.507797
3818,../Mini Project/data/clean_data/train_imgs/3818.jpg,3818,21.531649
3644,../Mini Project/data/clean_data/train_imgs/3644.jpg,3644,21.769687
3645,../Mini Project/data/clean_data/train_imgs/3645.jpg,3645,21.771094
10176,../Mini Project/data/clean_data/train_imgs/10176.jpg,10176,3.561812
10177,../Mini Project/data/clean_data/train_imgs/10177.jpg,10177,3.669638
3262,../Mini Project/data/clean_data/train_imgs/3262.jpg,3262,21.569636
3263,../Mini Project/data/clean_data/train_imgs/3263.jpg,3263,21.577063
20109,../Mini Project/data/clean_data/train_imgs/20109.jpg,20109,7.563436999999999
20110,../Mini Project/data/clean_data/train_imgs/20110.jpg,20110,7.485372
17202,../Mini Project/data/clean_data/train_imgs/17202.jpg,17202,3.014397
17203,../Mini Project/data/clean_data/train_imgs/17203.jpg,17203,3.261658
166,../Mini Project/data/clean_data/train_imgs/166.jpg,166,25.380297
167,../Mini Project/data/clean_data/train_imgs/167.jpg,167,25.31671
11143,../Mini Project/data/clean_data/train_imgs/11143.jpg,11143,5.8873739999999986
11144,../Mini Project/data/clean_data/train_imgs/11144.jpg,11144,6.200516
11034,../Mini Project/data/clean_data/train_imgs/11034.jpg,11034,5.49222
11035,../Mini Project/data/clean_data/train_imgs/11035.jpg,11035,5.493844
18795,../Mini Project/data/clean_data/train_imgs/18795.jpg,18795,0.0
18796,../Mini Project/data/clean_data/train_imgs/18796.jpg,18796,0.0
2210,../Mini Project/data/clean_data/train_imgs/2210.jpg,2210,24.184491
2211,../Mini Project/data/clean_data/train_imgs/2211.jpg,2211,24.190231
10918,../Mini Project/data/clean_data/train_imgs/10918.jpg,10918,4.946546
10919,../Mini Project/data/clean_data/train_imgs/10919.jpg,10919,4.976045
9585,../Mini Project/data/clean_data/train_imgs/9585.jpg,9585,8.820766
9586,../Mini Project/data/clean_data/train_imgs/9586.jpg,9586,8.703281
351,../Mini Project/data/clean_data/train_imgs/351.jpg,351,17.701258
352,../Mini Project/data/clean_data/train_imgs/352.jpg,352,17.701864999999994
8813,../Mini Project/data/clean_data/train_imgs/8813.jpg,8813,10.669508
8814,../Mini Project/data/clean_data/train_imgs/8814.jpg,8814,10.626532
11216,../Mini Project/data/clean_data/train_imgs/11216.jpg,11216,6.797411
11217,../Mini Project/data/clean_data/train_imgs/11217.jpg,11217,6.7491059999999985
13449,../Mini Project/data/clean_data/train_imgs/13449.jpg,13449,0.0
13450,../Mini Project/data/clean_data/train_imgs/13450.jpg,13450,0.0
11884,../Mini Project/data/clean_data/train_imgs/11884.jpg,11884,7.052653
11885,../Mini Project/data/clean_data/train_imgs/11885.jpg,11885,7.01788
12078,../Mini Project/data/clean_data/train_imgs/12078.jpg,12078,9.19282
12079,../Mini Project/data/clean_data/train_imgs/12079.jpg,12079,9.229359
10487,../Mini Project/data/clean_data/train_imgs/10487.jpg,10487,7.720358
10488,../Mini Project/data/clean_data/train_imgs/10488.jpg,10488,7.787949
9983,../Mini Project/data/clean_data/train_imgs/9983.jpg,9983,9.071263
9984,../Mini Project/data/clean_data/train_imgs/9984.jpg,9984,9.042631
15022,../Mini Project/data/clean_data/train_imgs/15022.jpg,15022,14.124166
15023,../Mini Project/data/clean_data/train_imgs/15023.jpg,15023,14.131046
1097,../Mini Project/data/clean_data/train_imgs/1097.jpg,1097,18.022928
1098,../Mini Project/data/clean_data/train_imgs/1098.jpg,1098,17.942926999999994
13407,../Mini Project/data/clean_data/train_imgs/13407.jpg,13407,1.382595
13408,../Mini Project/data/clean_data/train_imgs/13408.jpg,13408,1.276658
18834,../Mini Project/data/clean_data/train_imgs/18834.jpg,18834,0.0
18835,../Mini Project/data/clean_data/train_imgs/18835.jpg,18835,0.0
6092,../Mini Project/data/clean_data/train_imgs/6092.jpg,6092,11.55486
6093,../Mini Project/data/clean_data/train_imgs/6093.jpg,6093,11.516858
15167,../Mini Project/data/clean_data/train_imgs/15167.jpg,15167,12.064383
15168,../Mini Project/data/clean_data/train_imgs/15168.jpg,15168,12.038014
5523,../Mini Project/data/clean_data/train_imgs/5523.jpg,5523,22.140406
5524,../Mini Project/data/clean_data/train_imgs/5524.jpg,5524,22.189502
7175,../Mini Project/data/clean_data/train_imgs/7175.jpg,7175,20.318284
7176,../Mini Project/data/clean_data/train_imgs/7176.jpg,7176,20.358638
4262,../Mini Project/data/clean_data/train_imgs/4262.jpg,4262,22.032044
4263,../Mini Project/data/clean_data/train_imgs/4263.jpg,4263,22.040119
9896,../Mini Project/data/clean_data/train_imgs/9896.jpg,9896,8.613486
9897,../Mini Project/data/clean_data/train_imgs/9897.jpg,9897,8.650714
9323,../Mini Project/data/clean_data/train_imgs/9323.jpg,9323,1.5583870000000002
9324,../Mini Project/data/clean_data/train_imgs/9324.jpg,9324,1.438311
6514,../Mini Project/data/clean_data/train_imgs/6514.jpg,6514,14.791935
6515,../Mini Project/data/clean_data/train_imgs/6515.jpg,6515,14.792973000000002
19216,../Mini Project/data/clean_data/train_imgs/19216.jpg,19216,8.792003
19217,../Mini Project/data/clean_data/train_imgs/19217.jpg,19217,8.805711
13188,../Mini Project/data/clean_data/train_imgs/13188.jpg,13188,7.031952
13189,../Mini Project/data/clean_data/train_imgs/13189.jpg,13189,7.033258999999998
18500,../Mini Project/data/clean_data/train_imgs/18500.jpg,18500,5.539463
18501,../Mini Project/data/clean_data/train_imgs/18501.jpg,18501,5.296193
10442,../Mini Project/data/clean_data/train_imgs/10442.jpg,10442,8.196634
10443,../Mini Project/data/clean_data/train_imgs/10443.jpg,10443,8.172099000000001
16667,../Mini Project/data/clean_data/train_imgs/16667.jpg,16667,1.355581
16668,../Mini Project/data/clean_data/train_imgs/16668.jpg,16668,1.459532
16770,../Mini Project/data/clean_data/train_imgs/16770.jpg,16770,1.651245
16771,../Mini Project/data/clean_data/train_imgs/16771.jpg,16771,1.647948
14077,../Mini Project/data/clean_data/train_imgs/14077.jpg,14077,3.5451589999999995
14078,../Mini Project/data/clean_data/train_imgs/14078.jpg,14078,3.569322
13576,../Mini Project/data/clean_data/train_imgs/13576.jpg,13576,0.0
13577,../Mini Project/data/clean_data/train_imgs/13577.jpg,13577,0.058427
10881,../Mini Project/data/clean_data/train_imgs/10881.jpg,10881,3.830374
10882,../Mini Project/data/clean_data/train_imgs/10882.jpg,10882,3.838473000000001
13718,../Mini Project/data/clean_data/train_imgs/13718.jpg,13718,8.924521
13719,../Mini Project/data/clean_data/train_imgs/13719.jpg,13719,8.941133
10209,../Mini Project/data/clean_data/train_imgs/10209.jpg,10209,6.691747
10210,../Mini Project/data/clean_data/train_imgs/10210.jpg,10210,6.792928999999999
17053,../Mini Project/data/clean_data/train_imgs/17053.jpg,17053,1.256342
17054,../Mini Project/data/clean_data/train_imgs/17054.jpg,17054,1.276783
2210,../Mini Project/data/clean_data/train_imgs/2210.jpg,2210,24.184491
2211,../Mini Project/data/clean_data/train_imgs/2211.jpg,2211,24.190231
19312,../Mini Project/data/clean_data/train_imgs/19312.jpg,19312,4.547962999999998
19313,../Mini Project/data/clean_data/train_imgs/19313.jpg,19313,4.481224
1947,../Mini Project/data/clean_data/train_imgs/1947.jpg,1947,24.466078
1948,../Mini Project/data/clean_data/train_imgs/1948.jpg,1948,24.414178
12268,../Mini Project/data/clean_data/train_imgs/12268.jpg,12268,3.669131
12269,../Mini Project/data/clean_data/train_imgs/12269.jpg,12269,3.70579
17334,../Mini Project/data/clean_data/train_imgs/17334.jpg,17334,12.198615
17335,../Mini Project/data/clean_data/train_imgs/17335.jpg,17335,12.165665
18705,../Mini Project/data/clean_data/train_imgs/18705.jpg,18705,0.0
18706,../Mini Project/data/clean_data/train_imgs/18706.jpg,18706,0.0
5267,../Mini Project/data/clean_data/train_imgs/5267.jpg,5267,23.217856
5268,../Mini Project/data/clean_data/train_imgs/5268.jpg,5268,23.21297
5546,../Mini Project/data/clean_data/train_imgs/5546.jpg,5546,22.244267
5547,../Mini Project/data/clean_data/train_imgs/5547.jpg,5547,22.22524
11117,../Mini Project/data/clean_data/train_imgs/11117.jpg,11117,3.063375
11118,../Mini Project/data/clean_data/train_imgs/11118.jpg,11118,3.247307
2627,../Mini Project/data/clean_data/train_imgs/2627.jpg,2627,25.125935
2628,../Mini Project/data/clean_data/train_imgs/2628.jpg,2628,25.120203
10526,../Mini Project/data/clean_data/train_imgs/10526.jpg,10526,6.698184
10527,../Mini Project/data/clean_data/train_imgs/10527.jpg,10527,6.719055
13546,../Mini Project/data/clean_data/train_imgs/13546.jpg,13546,0.0
13547,../Mini Project/data/clean_data/train_imgs/13547.jpg,13547,0.0
18161,../Mini Project/data/clean_data/train_imgs/18161.jpg,18161,1.787936
18162,../Mini Project/data/clean_data/train_imgs/18162.jpg,18162,1.758562
6537,../Mini Project/data/clean_data/train_imgs/6537.jpg,6537,15.404506
6538,../Mini Project/data/clean_data/train_imgs/6538.jpg,6538,15.499196
8630,../Mini Project/data/clean_data/train_imgs/8630.jpg,8630,12.830925
8631,../Mini Project/data/clean_data/train_imgs/8631.jpg,8631,12.797278
17340,../Mini Project/data/clean_data/train_imgs/17340.jpg,17340,12.542342
17341,../Mini Project/data/clean_data/train_imgs/17341.jpg,17341,12.566267
14841,../Mini Project/data/clean_data/train_imgs/14841.jpg,14841,10.409711
14842,../Mini Project/data/clean_data/train_imgs/14842.jpg,14842,10.295288
20201,../Mini Project/data/clean_data/train_imgs/20201.jpg,20201,7.1248429999999985
20202,../Mini Project/data/clean_data/train_imgs/20202.jpg,20202,7.134997
229,../Mini Project/data/clean_data/train_imgs/229.jpg,229,22.801015
230,../Mini Project/data/clean_data/train_imgs/230.jpg,230,22.703557
4472,../Mini Project/data/clean_data/train_imgs/4472.jpg,4472,21.7959
4473,../Mini Project/data/clean_data/train_imgs/4473.jpg,4473,21.793656
958,../Mini Project/data/clean_data/train_imgs/958.jpg,958,19.51284
959,../Mini Project/data/clean_data/train_imgs/959.jpg,959,19.630006
19199,../Mini Project/data/clean_data/train_imgs/19199.jpg,19199,9.509505
19200,../Mini Project/data/clean_data/train_imgs/19200.jpg,19200,9.501452
10080,../Mini Project/data/clean_data/train_imgs/10080.jpg,10080,5.751804
10081,../Mini Project/data/clean_data/train_imgs/10081.jpg,10081,5.755347
11128,../Mini Project/data/clean_data/train_imgs/11128.jpg,11128,4.141968
11129,../Mini Project/data/clean_data/train_imgs/11129.jpg,11129,4.078042
373,../Mini Project/data/clean_data/train_imgs/373.jpg,373,17.040895000000006
374,../Mini Project/data/clean_data/train_imgs/374.jpg,374,17.066623
19185,../Mini Project/data/clean_data/train_imgs/19185.jpg,19185,9.588774
19186,../Mini Project/data/clean_data/train_imgs/19186.jpg,19186,9.585849
9257,../Mini Project/data/clean_data/train_imgs/9257.jpg,9257,8.705078
9258,../Mini Project/data/clean_data/train_imgs/9258.jpg,9258,8.483446
17612,../Mini Project/data/clean_data/train_imgs/17612.jpg,17612,14.183993
17613,../Mini Project/data/clean_data/train_imgs/17613.jpg,17613,14.172518
20055,../Mini Project/data/clean_data/train_imgs/20055.jpg,20055,9.603575
20056,../Mini Project/data/clean_data/train_imgs/20056.jpg,20056,9.503662
17829,../Mini Project/data/clean_data/train_imgs/17829.jpg,17829,2.912992
17830,../Mini Project/data/clean_data/train_imgs/17830.jpg,17830,2.935991
3349,../Mini Project/data/clean_data/train_imgs/3349.jpg,3349,22.329318
3350,../Mini Project/data/clean_data/train_imgs/3350.jpg,3350,22.326859
7941,../Mini Project/data/clean_data/train_imgs/7941.jpg,7941,23.361244
7942,../Mini Project/data/clean_data/train_imgs/7942.jpg,7942,23.344564
2881,../Mini Project/data/clean_data/train_imgs/2881.jpg,2881,25.122812
2882,../Mini Project/data/clean_data/train_imgs/2882.jpg,2882,25.118502
873,../Mini Project/data/clean_data/train_imgs/873.jpg,873,20.837615
874,../Mini Project/data/clean_data/train_imgs/874.jpg,874,20.802633
2585,../Mini Project/data/clean_data/train_imgs/2585.jpg,2585,25.282594
2586,../Mini Project/data/clean_data/train_imgs/2586.jpg,2586,25.275905
18000,../Mini Project/data/clean_data/train_imgs/18000.jpg,18000,1.402077
18001,../Mini Project/data/clean_data/train_imgs/18001.jpg,18001,1.413291
11994,../Mini Project/data/clean_data/train_imgs/11994.jpg,11994,6.513693
